,id,property_title,host_id,host_name,city,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,nr_reviews_past_year,avail_month,price_range
20699,52041617,Chelsea Rooms Unique Hotel,418449940,Chris,Manhattan,Chelsea,40.7475,-73.99473,Private room,189.0,30,178,2,225,23,jul-sep,Mid-range product
20701,52053898,Beautiful Large Bedroom in Crown Heights,16707319,Deniece,Brooklyn,Crown Heights,40.67493,-73.92738,Private room,65.0,30,15,1,88,1,jan-mar,Low-range product
20702,52059246,"Lovely petite studio, walk to  LIRR & Bell Blvd.",234572569,Cristina,Queens,Bayside,40.7608082,-73.7748476,Entire home/apt,99.0,30,100,1,64,15,jan-mar,Mid-range product
20703,52059533,Cozy Studio Apt~w/Washer/Dryer~Close to the Subway,28223424,Wayne,Brooklyn,East Flatbush,40.66479,-73.92768,Entire home/apt,86.0,31,103,2,145,17,apr-jun,Low-range product
20706,52060325,Lovely spacious 1 bedroom in northern Manhattan,193758145,Rebekah,Manhattan,Inwood,40.86455,-73.92072,Entire home/apt,129.0,30,48,1,331,10,oct-dec,Mid-range product
20707,52062263,Manhattan  Studio  Near  Empire State  BLDG,22800762,Hansem Stay,Manhattan,Chelsea,40.7484,-73.98888,Entire home/apt,223.0,4,119,3,240,47,jul-sep,Mid-range product
20708,52062993,Family Studio Near  Empire  State  Buiding,22800762,Hansem Stay,Manhattan,Midtown,40.74647,-73.98898,Entire home/apt,226.0,4,112,3,267,48,jul-sep,Mid-range product
20709,52072231,Lovely Room in Astoria!,421609761,Mehmet,Queens,Ditmars Steinway,40.77661,-73.91903,Private room,75.0,30,37,2,85,4,jan-mar,Low-range product
20711,52075215,Lovely NYC Apt★LaGuardia ✈️ 15 min |♛King Bed,421638103,Opulence Oasis,Manhattan,East Harlem,40.80037,-73.94338,Entire home/apt,257.0,30,85,2,365,5,oct-dec,High range
20713,52075647,Embracing,244116720,Carsandra,Bronx,Throgs Neck,40.82562053813057,-73.81990409339244,Private room,80.0,30,1,4,365,1,oct-dec,Low-range product
20714,52076178,Large Bright & Creative Condo w/ Lush Patio,17379284,Kerrison,Brooklyn,Greenpoint,40.72135,-73.94355,Entire home/apt,166.0,30,6,1,286,4,oct-dec,Mid-range product
20716,52084225,Luxury NYC Apartment with Pool One Bedroom Midtown,359097710,Yu,Manhattan,Murray Hill,40.74763,-73.97329,Private room,366.0,30,16,1,365,0,oct-dec,High range
20717,52085221,"5 Large Private room, Hudson Yards, Javits center",381698920,Hudson,Manhattan,Hell's Kitchen,40.75447,-73.998,Private room,314.0,2,13,31,180,8,apr-jun,High range
20718,52085532,ONE BED ROOM PRIVATE APT. QUEENS NY NEAR JFK & LGA,421715571,Fariborz,Queens,Middle Village,40.72389,-73.8693,Entire home/apt,169.0,31,30,1,365,2,oct-dec,Mid-range product
20719,52086241,Studio apt in Carroll Gardens a real beauty,40611169,Sol,Brooklyn,Carroll Gardens,40.67760785490393,-73.99472824236294,Entire home/apt,500.0,30,27,3,365,16,oct-dec,High range
20720,52089998,Charming 2-Bedroom with Work Space in Bushwick,52942822,Tanesha,Brooklyn,Bushwick,40.69281,-73.91527,Entire home/apt,172.0,30,71,1,334,4,oct-dec,Mid-range product
20721,52095695,Boho Chic Upper East Side Private Room,10348207,Michael,Manhattan,Upper East Side,40.76926,-73.95732,Private room,125.0,30,19,2,300,5,oct-dec,Mid-range product
20722,52096040,“Rustic Urban Cocktail Retreat”: Bright Air Cozy,229149668,Paul,Brooklyn,Bedford-Stuyvesant,40.68322,-73.95626,Private room,150.0,30,44,4,180,13,apr-jun,Mid-range product
20723,52101440,Lovely two bedroom with patio.,116596381,Suncerae,Manhattan,Washington Heights,40.83647,-73.94315,Entire home/apt,362.0,5,81,2,350,21,oct-dec,High range
20724,52102524,Cozy Furnished Studio in the heart of Chelsea#6152,113723310,MyNyHousing,Manhattan,Chelsea,40.73959,-74.00002,Entire home/apt,180.0,30,7,59,346,3,oct-dec,Mid-range product
20726,52105349,The Romaine Apartment in Queens,44305915,Romaine,Queens,Jamaica,40.68415,-73.7801,Entire home/apt,155.0,30,59,3,365,11,oct-dec,Mid-range product
20727,52107496,Single  Room with Shared bath  #410,171697479,Aamer,Manhattan,Kips Bay,40.74363,-73.98137,Private room,76.0,30,17,26,186,2,jul-sep,Low-range product
20728,52109956,Excellent big room in cypress hills,371421385,Patrick,Brooklyn,Cypress Hills,40.68507,-73.87198,Private room,54.0,30,146,5,306,27,oct-dec,Low-range product
20729,52110070,Centrally Located Platinum Pearl near JFK,421890661,Virginia,Queens,Rosedale,40.66221,-73.73844,Entire home/apt,145.0,30,27,1,89,1,jan-mar,Mid-range product
20730,52110071,Luxurious Studio Apt in Williamsburg Brooklyn!,28700317,Dominick,Brooklyn,Williamsburg,40.71192,-73.95064,Private room,250.0,30,14,1,177,1,apr-jun,Mid-range product
20731,52112035,Modern Lovely 2 bedroom 10 min away from Park,78150907,Gregory,Brooklyn,Crown Heights,40.67672,-73.95844,Entire home/apt,160.0,30,7,1,88,1,jan-mar,Mid-range product
20732,52114771,Brooklyn Bohemian Suite,70552468,Mawuli,Brooklyn,Bedford-Stuyvesant,40.68782,-73.93307,Entire home/apt,240.0,30,50,1,345,12,oct-dec,Mid-range product
20733,52122183,Classic Private Room #596 D,305240193,Elena,Manhattan,Harlem,40.82801,-73.94776,Private room,65.0,30,0,351,202,0,jul-sep,Low-range product
20734,52125718,Designer Brooklyn Townhouse with Outdoor Space,127250744,Steven,Brooklyn,Bedford-Stuyvesant,40.68271,-73.95378,Entire home/apt,350.0,30,12,1,30,1,jan-mar,High range
20735,52126679,Brooklyn's Spacious Floor Apt.,430917365,Dawn,Brooklyn,East Flatbush,40.64511,-73.92413,Entire home/apt,180.0,2,109,1,185,27,jul-sep,Mid-range product
20736,52127481,Charming One Bedroom on Idyllic Upper West Side,22541573,Furnished Quarters,Manhattan,Upper West Side,40.7877,-73.97486,Entire home/apt,204.0,30,0,144,345,0,oct-dec,Mid-range product
20737,52127911,"2 Beautiful Rooms, Private Bath & Laundry",37787619,Trey,Brooklyn,Bedford-Stuyvesant,40.67751,-73.91961,Entire home/apt,135.0,1,137,2,133,42,apr-jun,Mid-range product
20738,52128548,Family Friendly Villa w Pool,421108181,Fang,Queens,Fresh Meadows,40.74607881879778,-73.78740265686379,Entire home/apt,350.0,30,1,1,134,1,apr-jun,High range
20739,52128553,Luxury Room w/ Backyard + Close Transportation,37787619,Trey,Brooklyn,Bedford-Stuyvesant,40.67934,-73.92166,Private room,96.0,1,119,2,137,36,apr-jun,Mid-range product
20740,52128775,Newly Renovated Studio Apartment w/ Private Patio,2125773,Sarah,Brooklyn,Sunset Park,40.66334,-73.99097,Entire home/apt,150.0,30,47,1,103,11,apr-jun,Mid-range product
20741,52131795,Spacious 2-Bedroom Apt in the Heart of Harlem,422064086,Stacey,Manhattan,Harlem,40.80884,-73.94466,Entire home/apt,154.0,30,8,1,209,3,jul-sep,Mid-range product
20742,52132742,Simple,77063818,Angela,Brooklyn,Bay Ridge,40.6336198,-74.0182307,Private room,73.0,30,0,5,51,0,jan-mar,Low-range product
20743,52142843,Room in Condo in Ditmas Park-shared space,405428786,Robert,Brooklyn,Flatbush,40.63676,-73.95949,Shared room,175.0,30,26,1,364,5,oct-dec,Mid-range product
20744,52145241,Bright & Airy Shared Designer Apartment!,3684332,Melissa,Brooklyn,Crown Heights,40.672,-73.94715,Private room,146.0,4,31,1,17,20,jan-mar,Mid-range product
20745,52148570,Elizabeth House • Snug Studio • No16,399865453,Fenix,Manhattan,Nolita,40.72189647709834,-73.9943709110647,Entire home/apt,139.0,30,7,32,230,3,jul-sep,Mid-range product
20747,52150127,Beautiful Shared Apartment in Harlem!,16237288,Etty,Manhattan,Harlem,40.81095,-73.9454,Shared room,71.0,30,28,1,364,6,oct-dec,Low-range product
20748,52150231,House by the beach,236607813,Jennifer,Queens,Arverne,40.59154,-73.79727,Private room,90.0,30,32,2,277,5,oct-dec,Mid-range product
20749,52150889,Midtown West Fully Furnished 1BR Apartment,2867137,Avi,Manhattan,Midtown,40.76535,-73.98181,Entire home/apt,235.0,30,1,90,318,0,oct-dec,Mid-range product
20752,52153731,Modern Furnished in the heart of Chelsea #6150,113723310,MyNyHousing,Manhattan,Chelsea,40.73935,-73.99836,Entire home/apt,170.0,30,11,59,352,4,oct-dec,Mid-range product
20753,52154854,"Large 1 bedroom, parking, private, walk to Ferry",256966373,Amir,Staten Island,St. George,40.64458,-74.08005,Entire home/apt,145.0,30,83,4,273,19,nan,Mid-range product
20755,52162163,"Blueground | Midtown W, gym, nr Times Sq",107434423,Blueground,Manhattan,Theater District,40.7623122,-73.9858423,Entire home/apt,333.0,31,0,842,323,0,oct-dec,High range
20756,52163880,Peaceful studio near shopping,265651637,Dee,Brooklyn,Flatbush,40.63139,-73.94965,Private room,121.0,5,45,1,44,13,jan-mar,Mid-range product
20757,52164877,Cozy Modern 3 bedroom Apt. with private parking,87983379,Pol,Queens,Maspeth,40.72808,-73.89384,Entire home/apt,200.0,30,83,2,195,15,jul-sep,Mid-range product
20758,52164915,Chelsea Studio In Fabulous Flower District,271275048,Isaac,Manhattan,Chelsea,40.746838,-73.992073,Entire home/apt,125.0,30,7,16,322,2,oct-dec,Mid-range product
20759,52165147,Amazing Fully Furnished Studio in Chelsea #6155,113723310,MyNyHousing,Manhattan,Chelsea,40.74094,-73.99984,Entire home/apt,200.0,30,3,59,308,1,oct-dec,Mid-range product
20760,52165228,Amazing,244116720,Carsandra,Bronx,Throgs Neck,40.82567836058578,-73.81952952331032,Private room,100.0,30,0,4,365,0,oct-dec,Mid-range product
20761,52167873,Comfortably Cozy Room in Brooklyn,329271,Nyoh,Brooklyn,Bedford-Stuyvesant,40.68598,-73.93052,Private room,60.0,30,25,4,365,1,oct-dec,Low-range product
20762,52168422,Cozy Haus NYC 2min from LGA 20min from Manhattan,134140323,Elliot,Queens,East Elmhurst,40.766327,-73.870796,Entire home/apt,190.0,2,130,1,230,29,jul-sep,Mid-range product
20763,52168496,Sonder Duane Street | Spacious Queen Room,219517861,Sonder (NYC),Manhattan,Tribeca,40.7169,-74.00698,Private room,309.0,1,108,87,359,31,oct-dec,High range
20764,52168525,Sonder Duane Street | Double Queen Room,219517861,Sonder (NYC),Manhattan,Tribeca,40.7167,-74.00698,Private room,368.0,1,41,87,336,8,oct-dec,High range
20765,52168540,Top floor spacious 1-bedroom rental unit in Queens,56550255,Laurence,Queens,Rego Park,40.73052,-73.86545,Entire home/apt,160.0,30,5,1,365,0,oct-dec,Mid-range product
20766,52168779,Sonder Duane Street | King Room,219517861,Sonder (NYC),Manhattan,Tribeca,40.71552,-74.00835,Private room,311.0,1,23,87,356,5,oct-dec,High range
20767,52169215,Sonder Duane Street | Queen Room,219517861,Sonder (NYC),Manhattan,Tribeca,40.71513,-74.00808,Private room,246.0,1,18,87,324,3,oct-dec,Mid-range product
20768,52169355,"Private Hidden Gem in Corona, Queens",127570065,Flora,Queens,Corona,40.74349,-73.8564,Entire home/apt,123.0,30,34,1,65,6,jan-mar,Mid-range product
20769,52169754,Sonder Duane Street | King Suite,219517861,Sonder (NYC),Manhattan,Tribeca,40.71511,-74.00651,Private room,359.0,1,17,87,200,8,jul-sep,High range
20770,52169805,Stunning Fully Furnished Studio in Chelsea #6146,113723310,MyNyHousing,Manhattan,Chelsea,40.74138,-73.99941,Entire home/apt,200.0,30,10,59,322,3,oct-dec,Mid-range product
20772,52170063,Cozy and Renovated Studio in Chelsea #6147,113723310,MyNyHousing,Manhattan,Chelsea,40.74136,-73.99852,Entire home/apt,220.0,30,5,59,35,0,jan-mar,Mid-range product
20774,52170623,Stunning Furnished Studio in Chelsea #6151,113723310,MyNyHousing,Manhattan,Chelsea,40.74096,-73.99804,Entire home/apt,180.0,30,4,59,349,1,oct-dec,Mid-range product
20775,52172342,Private Room with Comfy Bed in Canarsie.,235585976,Sway Get Away,Brooklyn,East Flatbush,40.64941,-73.92056,Private room,90.0,30,43,4,180,2,apr-jun,Mid-range product
20776,52172527,Deluxe Double Queen in lively downtown Manhattan,411740512,Historic Blue Moon,Manhattan,Lower East Side,40.7186077,-73.9897804,Entire home/apt,420.0,1,28,17,329,0,oct-dec,High range
20777,52172540,Superior King w Shared Balcony Downtown Manhattan,411740512,Historic Blue Moon,Manhattan,Lower East Side,40.7186077,-73.9897804,Entire home/apt,235.0,1,37,17,363,10,oct-dec,Mid-range product
20778,52172548,Superior King in downtown Manhattan,411740512,Historic Blue Moon,Manhattan,Lower East Side,40.7186077,-73.9897804,Entire home/apt,192.0,1,34,17,359,4,oct-dec,Mid-range product
20779,52172551,Blue Moon Hotel | Luxury King with Balcony,411740512,Historic Blue Moon,Manhattan,Lower East Side,40.7195,-73.99006,Entire home/apt,626.0,1,5,17,364,0,oct-dec,High range
20783,52184522,"Blueground | Midtown West, gym, nr Times Sq",107434423,Blueground,Manhattan,Theater District,40.7623122,-73.9858423,Entire home/apt,329.0,31,0,842,121,0,apr-jun,High range
20786,52188420,Cozy 1 Bedroom Apartment in Columbus Circle,2867137,Avi,Manhattan,Midtown,40.76511,-73.98153,Entire home/apt,230.0,30,0,90,278,0,oct-dec,Mid-range product
20787,52190454,Cozy room 2 mins walk from the Subway,16066061,Kaina,Brooklyn,Bedford-Stuyvesant,40.67695,-73.91321,Private room,40.0,30,49,4,129,4,apr-jun,Low-range product
20789,52194261,Cosy Room in Long Island City,156168934,Isa,Queens,Long Island City,40.75275,-73.93879,Private room,500.0,30,3,1,179,0,apr-jun,High range
20792,52209121,"Free Parking, Renovated Apt near Mets & Mall",355499242,Luchiano,Queens,Kew Gardens Hills,40.71673,-73.81687,Entire home/apt,135.0,31,72,1,365,7,oct-dec,Mid-range product
20794,52219116,beautiful room in family apartment peace and quiet,18170333,Tito,Queens,Kew Gardens,40.7084,-73.82665,Shared room,100.0,2,62,1,352,20,oct-dec,Mid-range product
20795,52219943,Beautiful King Bed Room in Modern Apartment,3486202,Chii,Manhattan,Harlem,40.8223,-73.95604,Private room,150.0,30,14,2,363,0,oct-dec,Mid-range product
20796,52221260,2 bedroom apartment near Central Park.,422737259,Emerson,Manhattan,Upper East Side,40.76224,-73.95848,Entire home/apt,149.0,30,77,1,108,19,apr-jun,Mid-range product
20797,52221919,Beautiful Private Room with King Bed,3486202,Chii,Manhattan,Harlem,40.82202,-73.95601,Private room,170.0,30,13,2,363,0,oct-dec,Mid-range product
20799,52223600,Comfortable and Cozy in Brooklyn,329271,Nyoh,Brooklyn,Bedford-Stuyvesant,40.6853,-73.93016,Private room,60.0,30,39,4,338,4,oct-dec,Low-range product
20800,52226410,Times Square 15 minutes away,410869252,Sonia,Manhattan,Hell's Kitchen,40.7653496,-73.9938415,Private room,89.0,30,1,2,364,1,oct-dec,Mid-range product
20802,52231166,"Blueground | Midtown West, gym, nr Times Sq",107434423,Blueground,Manhattan,Theater District,40.7623122,-73.9858423,Entire home/apt,245.0,31,0,842,318,0,oct-dec,Mid-range product
20803,52233258,"Blueground | Murray Hill, gym, doorman, on 6 line",107434423,Blueground,Manhattan,Murray Hill,40.748405,-73.979865,Entire home/apt,245.0,31,2,842,315,1,oct-dec,Mid-range product
20804,52235688,"Beautiful Modern Condo, heart of Lower East Side",20170794,Kilian,Manhattan,East Village,40.72537,-73.97839,Entire home/apt,308.0,30,28,1,132,2,apr-jun,High range
20808,52240475,Blue Moon Hotel | Superior King Shared Balcony,411740512,Historic Blue Moon,Manhattan,Lower East Side,40.71954,-73.98942,Entire home/apt,874.0,1,6,17,364,0,oct-dec,High range
20809,52240531,Blue Moon | Quintessential King with Balcony,411740512,Historic Blue Moon,Manhattan,Lower East Side,40.71805,-73.99062,Entire home/apt,959.0,1,28,17,363,2,oct-dec,High range
20810,52241459,Huge Prvt Suite in Massive Loft in Lt-Italy/SoHo,189961241,Billy,Manhattan,Chinatown,40.71648022703677,-73.99782254303328,Private room,699.0,3,119,1,32,23,jan-mar,High range
20811,52242263,Spacious Studio in Ideal Downtown Location,22541573,Furnished Quarters,Manhattan,East Village,40.73175,-73.98963,Entire home/apt,306.0,30,0,144,285,0,oct-dec,High range
20813,52246989,Spacious Home with Garden in the Heart of Harlem,21400222,Yusuf,Manhattan,Harlem,40.81619,-73.94094,Entire home/apt,190.0,30,17,1,80,2,jan-mar,Mid-range product
20814,52251326,"Blueground | Kips Bay, doorman, nr 5th ave shops",107434423,Blueground,Manhattan,Kips Bay,40.7399363,-73.9789488,Entire home/apt,337.0,31,0,842,201,0,jul-sep,High range
20815,52253807,THE BEST WEST VILLAGE APARTMENT IN THE BEST SPOT,298841502,Bianca,Manhattan,West Village,40.73134,-74.00227,Entire home/apt,300.0,30,73,5,365,14,oct-dec,High range
20818,52258307,"Furnished room in quiet apartment, Upper Manhattan",419900720,Natalia,Manhattan,Harlem,40.82433548061,-73.94959666772026,Private room,86.0,30,9,2,327,5,oct-dec,Low-range product
20819,52260313,Large studio apartment w/ shared rooftop & terrace,7301545,Oscar,Queens,Astoria,40.766,-73.92827,Entire home/apt,95.0,30,2,1,308,1,oct-dec,Mid-range product
20820,52261555,Treehouse Apartment Next to LIRR Station,24771677,Noelle,Queens,Bayside,40.76303,-73.77303,Entire home/apt,110.0,30,6,7,135,2,apr-jun,Mid-range product
20821,52262568,Modern One-Bedroom Apartment in Greenwich Village,22541573,Furnished Quarters,Manhattan,East Village,40.73162,-73.99115,Entire home/apt,361.0,30,0,144,318,0,oct-dec,High range
20822,52264364,Private Studio Apartment in Union Square by NYU,384559808,Best Inns USA,Manhattan,East Village,40.73243,-73.98574,Entire home/apt,93.0,120,4,29,329,1,oct-dec,Mid-range product
20823,52267290,Private room in Borough Park near D line,5853457,Stanley,Brooklyn,Borough Park,40.6424,-73.99569,Private room,45.0,30,3,7,340,1,oct-dec,Low-range product
20824,52267684,Stylish Bed Stuy Garden,6313991,Peter,Brooklyn,Bedford-Stuyvesant,40.68655,-73.93226,Entire home/apt,259.0,30,52,1,164,12,apr-jun,High range
20825,52271041,"Master 3bedroom with Huge Patio, Gym, Roof Deck★",395520753,Manuel,Brooklyn,Bedford-Stuyvesant,40.69078,-73.93415,Entire home/apt,399.0,30,3,3,269,0,jul-sep,High range
20826,52280572,The Gardens Inn,329967443,Jimmy,Queens,Springfield Gardens,40.66916,-73.76457,Entire home/apt,97.0,30,61,1,335,4,oct-dec,Mid-range product
20827,52281259,Bedstuy - 3 bedroom apartment,351682395,Ivy,Brooklyn,Bedford-Stuyvesant,40.69273,-73.92934,Entire home/apt,104.0,30,0,1,177,0,apr-jun,Mid-range product
20828,52283472,Harlem Zen Garden Suite with Chef’s Kitchen,75857,Beatrice,Manhattan,Harlem,40.80679,-73.94997,Entire home/apt,189.0,30,60,2,182,10,jul-sep,Mid-range product
20829,52283675,Beautiful 1 Bdrm~Elevator~Prime Midtown Gem~Subway,350252704,Anthony And Elle,Manhattan,Midtown,40.75757,-73.96757,Entire home/apt,270.0,30,2,7,179,1,apr-jun,High range
20830,52286333,Amazing top floor apartment and private rooftop!,423200663,Daren,Brooklyn,Bushwick,40.70209,-73.91497,Private room,95.0,30,61,3,236,11,jul-sep,Mid-range product
20831,52286422,Luxury Versace Style Condo minutes from Airport!,423201359,Venus,Queens,Howard Beach,40.66847,-73.84968,Entire home/apt,135.0,30,22,1,363,4,oct-dec,Mid-range product
20832,52288075,Unique parlor floor with private outdoor space,396808869,Casa,Brooklyn,Bedford-Stuyvesant,40.68589409911173,-73.93702978385771,Entire home/apt,163.0,30,5,3,288,2,oct-dec,Mid-range product
20833,52289151,Sun drenched seaside apartment near lighthouse,224047081,Brooklyn,Brooklyn,Sea Gate,40.57931,-74.01105,Entire home/apt,121.0,30,4,15,167,3,apr-jun,Mid-range product
20835,52300094,Beautiful 2 Bedroom Apartment in Brooklyn!,423294451,Lisa,Brooklyn,Crown Heights,40.67303,-73.91539,Entire home/apt,188.0,4,75,1,248,19,jul-sep,Mid-range product
20836,52303735,Modern/Rustic private Room 10min from Midtown,8502743,Atta,Queens,Long Island City,40.75383,-73.93429,Private room,80.0,30,8,2,194,3,jul-sep,Low-range product
20838,52304392,Cozy & Spacious 1 bedroom attic apt. w/ parking.,423326630,Yvonne,Bronx,Westchester Square,40.84435,-73.8455,Entire home/apt,150.0,30,35,1,122,1,apr-jun,Mid-range product
20839,52307085,Rockaway Surf bungalow,420297717,Joseph,Queens,Rockaway Beach,40.58959,-73.81339,Entire home/apt,70.0,30,28,5,90,4,apr-jun,Low-range product
20841,52307807,Standard SB #10 w/Kitchenette - Furnished Studio,395671107,Esplanade 99,Manhattan,Upper West Side,40.79714,-73.97007,Entire home/apt,60.0,30,2,34,50,0,jan-mar,Low-range product
20842,52315427,Convenient Private Room #706 A,305240193,Elena,Manhattan,East Harlem,40.79667,-73.94922,Private room,80.0,30,0,351,307,0,oct-dec,Low-range product
20843,52316185,Modern Stylish Studio in the heart of Chelsea#6156,113723310,MyNyHousing,Manhattan,Chelsea,40.74127,-73.99956,Entire home/apt,190.0,30,5,59,345,4,oct-dec,Mid-range product
20845,52317592,62-3B  Studio Prime UES Walk to Central Park,162280872,Urban Furnished,Manhattan,Upper East Side,40.76399612426758,-73.96626281738281,Entire home/apt,165.0,30,11,212,315,5,oct-dec,Mid-range product
20846,52318130,Newly renovated two bedroom apartment close to JFK,400615103,Joy,Queens,Bayswater,40.60914,-73.76831,Private room,99.0,30,11,2,365,0,oct-dec,Mid-range product
20847,52318271,Chic Studio Clinton Hill,37046945,SoCo Property,Brooklyn,Fort Greene,40.6892,-73.98101,Entire home/apt,225.0,30,13,5,192,0,jul-sep,Mid-range product
20848,52320080,Suite King Size Bed+Love seat+Massage Chair+more,397259778,Diego,Queens,Jackson Heights,40.75314,-73.89474,Private room,69.0,30,17,5,342,4,oct-dec,Low-range product
20851,52323876,Classic #11 - Furnished Studio Rentals,395671107,Esplanade 99,Manhattan,Upper West Side,40.79571,-73.97163,Private room,90.0,30,4,34,213,2,jul-sep,Mid-range product
20852,52324031,Classic Petite Room SB #17 - Furnished Studio,395671107,Esplanade 99,Manhattan,Upper West Side,40.79576,-73.97157,Entire home/apt,76.0,30,3,34,166,2,apr-jun,Low-range product
20853,52324341,NearJFK*2BDR*FreePkng*Wifi*,272571748,Id,Brooklyn,Canarsie,40.63793,-73.89232,Entire home/apt,145.0,30,19,1,365,5,oct-dec,Mid-range product
20854,52324415,Kingston 25: Chilling in the City.,84239198,Radeisha,Queens,St. Albans,40.7035,-73.75796,Entire home/apt,111.0,30,66,1,364,9,oct-dec,Mid-range product
